Date,Time,Receipt #,Drawer,Module,Debit/Credit,Pay Type,User,Batch#,House/Other,Payment Reference,Payment Reference 2,Amount
"04/13/2021"," 7:36am","  2113496","5","PM","C","  3","FD2","0","2229","pd","","        125.00"
"04/13/2021"," 9:15am","  2113548","5","AR","C","  3","FD2","0","32621","pd","","        200.00"
"04/13/2021"," 9:27am","  2113556","5","PSS","C","  3","FD2","0","62133","pd","","         10.00"
"04/13/2021"," 9:31am","  2113565","5","PSS","C","  3","FD2","0","THE HEIGHTS","KR","","         10.00"
"04/13/2021","10:39am","  2113605","5","PM","C","  3","FD2","0","59552","kr","","        400.00"
"04/13/2021","10:43am","  2113611","5","PSS","C","  3","FD1","0","56171","nw","","          6.00"
"04/13/2021","10:52am","  2113613","5","PM","C","  3","FD2","0","25903","nw","","        205.00"
"04/13/2021","10:58am","  2113618","5","PM","C","  3","FD2","0","1045","kr","","        125.00"
"04/13/2021","11:41am","  2113645","5","PM","C","  3","FD2","0","61891","nw","","        180.00"
"04/13/2021","12:08pm","  2113656","5","PM","C","  3","FD2","0","35536","kr","","        180.00"
"04/13/2021","12:52pm","  2113681","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","         18.00"
"04/13/2021"," 1:08pm","  2113688","5","PM","C","  3","FD1","0","62136","kls","","         10.00"
"04/13/2021"," 2:40pm","  2113731","5","PM","C","  3","FD2","0","36539","kg","","         40.00"
"04/13/2021"," 3:00pm","  2113742","5","PM","C","  3","FD2","0","61953","mr","","         10.00"
"04/13/2021"," 3:46pm","  2113773","5","PM","C","  3","FD2","0","36247","kg","","        560.00"
"04/13/2021"," 3:53pm","  2113782","5","AR","C","  3","FD1","0","61813","mr","","         50.00"
"04/13/2021"," 4:03pm","  2113790","5","PSS","C","  3","FD2","0","61700","mm","","         10.00"
"04/13/2021"," 4:41pm","  2113800","5","PSS","C","  3","FD2","0","54679","mm","","         35.00"
"04/13/2021"," 5:18pm","  2113836","5","SA","C","  3","FD2","0","62140","mm","","        180.00"
"04/13/2021"," 5:18pm","  2113836","5","SA","D","  2","FD2","0","62140","Change Back","","        180.00"
"04/13/2021"," 5:21pm","  2113838","5","PM","C","  3","FD2","0","62140","mm","","        180.00"
"04/13/2021"," 5:26pm","  2113845","5","PSS","C","  3","FD2","0","61858","mm","","         20.00"
"04/14/2021"," 7:27am","  2113982","5","PSS","C","  3","FD2","0","32722","pd","","         75.00"
"04/14/2021","10:04am","  2114064","5","PM","C","  3","FD2","0","62142","mr","","         10.00"
"04/14/2021","10:22am","  2114077","5","PM","C","  3","FD2","0","62143","mr","","         10.00"
"04/14/2021","12:13pm","  2114120","5","PM","C","  3","FD2","0","62145","mr","","        385.00"
"04/14/2021","12:39pm","  2114123","5","PM","C","  3","FD2","0","62146","mr","","        250.00"
"04/14/2021","12:56pm","  2114126","5","PM","C","  3","FD2","0","37530","kls","","        185.00"
"04/14/2021"," 1:36pm","  2114142","5","PM","C","  3","FD2","0","62148","mr","","         95.00"
"04/14/2021"," 2:02pm","  2114154","5","PSS","C","  3","FD2","0","61285","mr","","         10.00"
"04/14/2021"," 2:43pm","  2114172","5","PM","C","  3","FD2","0","59339","kg","","        180.00"
"04/14/2021"," 2:53pm","  2114177","5","PSS","C","  3","FD2","0","493","kg","","         60.00"
"04/14/2021"," 2:58pm","  2114181","5","PM","C","  1","FD2","0","1743","kg","","        125.00"
"04/14/2021"," 3:19pm","  2114193","5","SA","D","  1","FD2","0","1743","mac","ch#2628--->assigned membership to wrong account","        125.00"
"04/14/2021"," 3:21pm","  2114194","5","PM","C","  1","FD2","0","11291","kls","ch#2628","        125.00"
"04/14/2021"," 3:30pm","  2114197","5","PSS","C","  3","FD2","0","61927","kg","","        120.00"
"04/14/2021"," 3:40pm","  2114201","5","PM","C","  3","FD2","0","38315","kg","","        160.00"
"04/14/2021"," 4:59pm","  2114247","5","PM","C","  3","FD2","0","55237","JXC","","        160.00"
"04/14/2021"," 5:50pm","  2114290","5","PM","C","  3","FD2","0","52064","JD","","         10.00"
"04/14/2021"," 6:00pm","  2114299","5","PM","C","  3","FD1","0","62151","JD","","         10.00"
"04/14/2021"," 7:15pm","  2114342","5","PM","C","  3","FD2","0","42636","JD","","        400.00"
"04/15/2021","12:10pm","  2115235","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","         26.00"
"04/15/2021","12:25pm","  2115677","5","PM","C","  3","FD2","0","40076","nw","","        185.00"
"04/15/2021","12:27pm","  2115710","5","PSS","C","  3","FD1","0","60171","kr","","        220.00"
"04/15/2021","12:44pm","  2115713","5","PM","C","  3","FD2","0","48259","kr","","        160.00"
"04/15/2021"," 1:27pm","  2115737","5","PM","C","  3","FD2","0","56171","mr","","          6.00"
"04/15/2021"," 2:37pm","  2115772","5","PSS","C","  3","FD2","0","61297","mr","","         20.00"
"04/15/2021"," 3:18pm","  2115785","5","PM","C","  3","FD2","0","14108","mr","","        180.00"
"04/15/2021"," 3:40pm","  2115790","5","PSS","C","  3","FD2","0","THE HEIGHTS","mr","","         20.00"
"04/15/2021"," 4:51pm","  2115832","5","AR","C","  3","FD2","0","55083","mm","","        125.00"
"04/15/2021"," 5:14pm","  2115856","5","PM","C","  3","FD2","0","32911","mm","","         95.00"
"04/15/2021"," 6:06pm","  2115890","5","PM","C","  3","FD2","0","60890","JXC","","        180.00"
"04/15/2021"," 6:59pm","  2115917","5","PM","C","  3","FD2","0","45302","mm","","        400.00"
"04/16/2021"," 7:37am","  2116002","5","PM","C","  3","FD2","0","36059","pd","","         95.00"
"04/16/2021"," 8:01am","  2116011","5","PM","C","  3","FD2","0","52239","pd","","        205.00"
"04/16/2021","10:00am","  2116055","5","PSS","C","  3","FD2","0","42963","kg","","        160.00"
"04/16/2021","10:44am","  2116070","5","PM","C","  3","FD2","0","40076","kg","","         21.00"
"04/16/2021","11:36am","  2116085","5","PM","C","  3","FD2","0","38763","kg","","         10.00"
"04/16/2021","12:11pm","  2116110","5","PM","C","  3","FD2","0","62159","kg","","         34.00"
"04/16/2021","12:16pm","  2116111","5","PM","C","  3","FD2","0","62160","kg","","         42.00"
"04/16/2021","12:32pm","  2116116","5","PM","C","  3","FD2","0","62161","kg","","         20.00"
"04/16/2021"," 1:07pm","  2116120","5","PM","C","  3","FD2","0","36539","kg","","         26.00"
"04/16/2021"," 1:32pm","  2116146","5","AR","C","  3","FD2","0","61035","kg","","        125.00"
"04/16/2021"," 1:52pm","  2116155","5","PM","C","  3","FD2","0","31999","kg","","        180.00"
"04/16/2021"," 2:48pm","  2116190","5","PSS","C","  3","FD2","0","59178","kr","","        165.00"
"04/16/2021"," 3:00pm","  2116196","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","         20.00"
"04/16/2021"," 3:53pm","  2116217","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","         10.00"
"04/16/2021"," 5:45pm","  2116267","5","PSS","C","  3","FD2","0","51834","kr","","         20.00"
"04/17/2021"," 7:37am","  2116333","5","PM","C","  3","FD2","0","62163","JXC","","         10.00"
"04/17/2021"," 8:50am","  2116392","5","SA","C","  3","FD2","0","61330","cj","","        363.00"
"04/17/2021"," 8:50am","  2116392","5","SA","D","  2","FD2","0","61330","Change Back","","        363.00"
"04/17/2021"," 8:54am","  2116393","5","PM","C","  3","FD2","0","61330","JXC","","        363.00"
"04/17/2021","10:17am","  2116428","5","PM","C","  3","FD2","0","50113","JXC","","        135.00"
"04/17/2021","11:02am","  2116459","5","PSS","C","  3","FD2","0","THE HEIGHTS","cj","","         50.00"
"04/17/2021","11:15am","  2116467","5","PSS","C","  3","FD2","0","61633","JXC","","         30.00"
"04/17/2021","11:47am","  2116485","5","PSS","C","  3","FD2","0","THE HEIGHTS","cj","","         25.00"
"04/17/2021","12:04pm","  2116493","5","PM","C","  3","FD2","0","38245","mm","","        400.00"
"04/17/2021"," 2:50pm","  2116565","5","PSS","C","  3","FD2","0","62166","mm","","        120.00"
"04/17/2021"," 3:44pm","  2116589","5","PM","C","  3","FD2","0","62167","mm","","         10.00"
"04/17/2021"," 3:50pm","  2116594","5","PM","C","  3","FD2","0","62168","mm","","         10.00"
"04/17/2021"," 3:58pm","  2116602","5","PSS","C","  3","FD2","0","62169","mm","","         35.00"
"04/18/2021"," 9:30am","  2116663","5","PSS","C","  3","FD2","0","62151","kb","","         20.00"
"04/18/2021"," 9:34am","  2116665","5","PM","C","  3","FD2","0","62171","kb","","         10.00"
"04/18/2021","10:06am","  2116680","5","PM","C","  3","FD2","0","62154","kb","","         10.00"
"04/18/2021","10:10am","  2116684","5","PM","C","  3","FD2","0","62154","kb","","        205.00"
"04/18/2021","10:23am","  2116700","5","PM","C","  3","FD2","0","30813","kb","","        135.00"
"04/18/2021","10:36am","  2116706","5","PM","C","  3","FD2","0","51818","kb","","         60.00"
"04/18/2021","10:50am","  2116713","5","PM","C","  3","FD2","0","62172","kb","","        157.00"
"04/18/2021","12:26pm","  2116731","5","PM","C","  3","FD2","0","62173","kb","","         10.00"
"04/18/2021","12:48pm","  2116742","5","PM","C","  3","FD2","0","60981","kb","","        125.00"
"04/18/2021"," 1:52pm","  2116773","5","PM","C","  3","FD2","0","62174","mr","","        135.00"
"04/18/2021"," 1:57pm","  2116778","5","PM","C","  3","FD2","0","58046","mr","","         10.00"
"04/18/2021"," 2:53pm","  2116792","5","PM","C","  3","FD2","0","62175","mr","","         10.00"
"04/18/2021"," 3:18pm","  2116813","5","PM","C","  3","FD2","0","62176","mr","","         10.00"
"04/18/2021"," 4:14pm","  2116834","5","PM","C","  3","FD2","0","28898","mr","","         10.00"
"04/19/2021"," 5:51am","  2116875","5","PM","C","  3","FD2","0","60562","pd","","         37.00"
"04/19/2021"," 7:50am","  2116929","5","AR","C","  3","FD2","0","36420","pd","","         75.00"
"04/19/2021"," 8:47am","  2116966","5","PSS","C","  3","FD2","0","62177","pd","","         10.00"
"04/19/2021"," 9:49am","  2117001","5","PM","C","  3","FD2","0","62178","mr","","        385.00"
"04/19/2021","10:26am","  2117021","5","PSS","C","  3","FD2","0","53893","mr","","         26.00"
"04/19/2021","10:30am","  2117024","5","PM","C","  3","FD2","0","62179","mr","","         12.00"
"04/19/2021","11:02am","  2117037","5","PMV","C","  3","FD2","0","61159","mr","","         10.00"
"04/19/2021"," 1:26pm","  2117093","5","PSS","C","  3","FD2","0","62099","mr","","        195.00"
"04/19/2021"," 1:43pm","  2117113","5","PM","C","  3","FD2","0","51654","mr","","        250.00"
"04/19/2021"," 2:07pm","  2117127","5","PM","C","  3","FD2","0","62181","kg","","         10.00"
"04/19/2021"," 2:09pm","  2117128","5","PM","C","  3","FD2","0","36539","kg","","         38.00"
"04/19/2021"," 2:11pm","  2117129","5","PM","C","  3","FD2","0","36539","kg","","         18.00"
"04/19/2021"," 2:38pm","  2117141","5","PM","C","  3","FD2","0","5072","kg","","        125.00"
"04/19/2021"," 2:50pm","  2117148","5","PM","C","  3","FD3","0","62029","kg","","         37.00"
"04/19/2021"," 3:10pm","  2117153","5","PM","C","  3","FD2","0","56155","kg","","        180.00"
"04/19/2021"," 3:42pm","  2117176","5","PSI","C","  3","FD2","0","THE HEIGHTS","kg","","          4.00"
"04/19/2021"," 4:19pm","  2117187","5","PSS","C","  3","FD2","0","THE HEIGHTS","JD","","         16.00"
"04/19/2021"," 4:21pm","  2117191","5","PSS","C","  3","FD2","0","THE HEIGHTS","JD","","         10.00"
"04/19/2021"," 4:22pm","  2117192","5","PSS","C","  3","FD2","0","THE HEIGHTS","JD","","         10.00"
"04/19/2021"," 4:37pm","  2117202","5","AR","C","  3","FD2","0","53889","JD","","        125.00"
"04/19/2021"," 4:46pm","  2117205","5","PM","C","  3","FD2","0","50932","JD","","        250.00"
"04/19/2021"," 4:55pm","  2117213","5","PSS","C","  3","FD2","0","45707","JXC","","         10.00"
"04/19/2021"," 5:07pm","  2117221","5","PSS","C","  3","FD2","0","THE HEIGHTS","JD","","         10.00"
"04/19/2021"," 5:10pm","  2117223","5","PM","C","  3","FD1","0","57319","JXC","","        685.00"
"04/19/2021"," 5:22pm","  2117238","5","PSS","C","  3","FD1","0","THE HEIGHTS","JD","","         10.00"
"04/19/2021"," 5:26pm","  2117240","5","AR","C","  3","FD2","0","28777","JXC","","        125.00"
"04/19/2021"," 5:48pm","  2117270","5","SA","D","  3","FD2","0","45707","kls","","         10.00"
"04/19/2021"," 5:50pm","  2117273","5","SA","D","  3","FD2","0","THE HEIGHTS","kls","","         10.00"
"04/19/2021"," 5:50pm","  2117272","5","PSS","C","  3","FD1","0","62183","JD","","         48.00"
"04/19/2021"," 5:53pm","  2117275","5","SA","D","  3","FD2","0","THE HEIGHTS","kls","","         10.00"
"04/19/2021"," 5:57pm","  2117278","5","SA","D","  3","FD2","0","THE HEIGHTS","kls","","         16.00"
"04/19/2021"," 5:58pm","  2117280","5","SA","D","  3","FD2","0","THE HEIGHTS","kls","","         10.00"
"04/19/2021"," 6:00pm","  2117281","5","PSS","C","  3","FD1","0","50932","JXC","","        495.00"
"04/19/2021"," 6:01pm","  2117284","5","SA","D","  3","FD2","0","THE HEIGHTS","kls","","         10.00"
"04/19/2021"," 6:14pm","  2117297","5","PM","C","  3","FD2","0","58837","JD","","         44.00"
"04/20/2021"," 7:27am","  2117395","5","PM","C","  3","FD2","0","55390","nw","","        125.00"
"04/20/2021"," 8:10am","  2117413","5","PM","C","  3","FD2","0","53159","nw","","         10.00"
"04/20/2021"," 8:13am","  2117420","5","PSS","C","  3","FD2","0","62185","nw","","         20.00"
"04/20/2021"," 8:23am","  2117427","5","PSS","C","  3","FD2","0","62186","nw","","         30.00"
"04/20/2021"," 9:07am","  2117456","5","AR","C","  3","FD2","0","54124","nw","","        210.00"
"04/20/2021","11:02am","  2117505","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","          6.00"
"04/20/2021","11:46am","  2117519","5","PSS","C","  3","FD2","0","62190","kr","","         10.00"
"04/20/2021","12:12pm","  2117527","5","PM","C","  3","FD2","0","60907","kls","","        180.00"
"04/20/2021","12:18pm","  2117531","5","PM","C","  3","FD1","0","62191","MAC","","         10.00"
"04/20/2021"," 1:44pm","  2117559","5","PMV","C","  3","FD3","0","50011","kg","","         10.00"
"04/20/2021"," 4:06pm","  2117634","5","PM","C","  3","FD2","0","61700","kg","","         10.00"
"04/20/2021"," 4:27pm","  2117639","5","PM","C","  3","FD2","0","57411","kg","","        400.00"
"04/20/2021"," 4:39pm","  2117649","5","PSS","C","  3","FD2","0","54679","kg","","         35.00"
"04/21/2021"," 7:05am","  2117843","5","PM","C","  3","FD2","0","25000","nw","","        250.00"
"04/21/2021"," 7:52am","  2117875","5","PSS","C","  3","FD2","0","41628","nw","","         20.00"
"04/21/2021"," 8:08am","  2117881","5","PSS","C","  3","FD2","0","62192","jg","","         85.00"
"04/21/2021"," 8:43am","  2117897","5","PSS","C","  3","FD2","0","61694","nw","","         10.00"
"04/21/2021"," 9:37am","  2117921","5","PM","C","  3","FD2","0","36038","mr","","        385.00"
"04/21/2021"," 9:59am","  2117930","5","PM","C","  3","FD2","0","62193","mr","","         10.00"
"04/21/2021"," 1:23pm","  2118016","5","PM","C","  3","FD2","0","62194","mr","","        135.00"
"04/21/2021"," 1:35pm","  2118019","5","PSS","C","  3","FD3","0","52183","mr","","        240.00"
"04/21/2021"," 2:07pm","  2118028","5","PSS","C","  3","FD2","0","40076","kr","","         21.00"
"04/21/2021"," 3:47pm","  2118069","5","PM","C","  3","FD2","0","62195","kr","","        250.00"
"04/21/2021"," 4:17pm","  2118082","5","PM","C","  3","FD2","0","10077","JXC","","         10.00"
"04/21/2021"," 5:25pm","  2118128","5","PM","C","  3","FD2","0","62199","JD","","         10.00"
"04/21/2021"," 5:42pm","  2118149","5","PSS","C","  3","FD2","0","62200","JXC","","         55.00"
"04/21/2021"," 6:06pm","  2118171","5","PSS","C","  3","FD2","0","62467","JD","","          6.00"
"04/21/2021"," 7:01pm","  2118200","5","PM","C","  3","FD2","0","60856","JD","","         10.00"
"04/22/2021"," 6:13am","  2118248","5","PSS","C","  3","FD3","0","61665","jg","","        300.00"
"04/22/2021"," 8:12am","  2118295","5","PSS","C","  3","FD2","0","42963","jg","","        160.00"
"04/22/2021"," 9:38am","  2118344","5","PSS","C","  3","FD2","0","62057","kr","","         18.00"
"04/22/2021","10:06am","  2118353","5","PSS","C","  3","FD2","0","44906","KR","","        240.00"
"04/22/2021","10:45am","  2118366","5","PM","C","  3","FD2","0","51982","kr","","        180.00"
"04/22/2021","11:47am","  2118386","5","PSS","C","  3","FD2","0","36539","nw","","          6.00"
"04/22/2021","12:22pm","  2118415","5","PSS","C","  3","FD2","0","60171","kr","","        190.00"
"04/22/2021"," 1:41pm","  2118439","5","PM","C","  3","FD2","0","37542","mr","","        400.00"
"04/22/2021"," 3:33pm","  2118482","5","PM","C","  3","FD2","0","38666","mr","","        125.00"
"04/22/2021"," 6:14pm","  2118576","5","PM","C","  3","FD2","0","55605","mm","","        250.00"
"04/22/2021"," 6:40pm","  2118597","5","PM","C","  3","FD2","0","53107","mm","","         10.00"
"04/23/2021","10:04am","  2118741","5","PM","C","  3","FD2","0","358","kr","","        125.00"
"04/23/2021","11:04am","  2118765","5","PM","C","  3","FD2","0","62207","kr","","        180.00"
"04/23/2021","12:24pm","  2118796","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","         28.00"
"04/23/2021","12:45pm","  2118799","5","PM","C","  3","FD2","0","53822","kr","","         10.00"
"04/23/2021","12:52pm","  2118814","5","PM","C","  3","FD1","0","62209","jg","","         10.00"
"04/23/2021","12:56pm","  2118818","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","         10.00"
"04/23/2021"," 1:52pm","  2118829","5","PM","C","  3","FD2","0","62210","kr","","         10.00"
"04/23/2021"," 2:36pm","  2118847","5","PM","C","  3","FD2","0","62211","kr","","         10.00"
"04/23/2021"," 3:04pm","  2118858","5","PM","C","  3","FD2","0","21702","kr","","        250.00"
"04/23/2021"," 3:17pm","  2118864","5","PM","C","  3","FD1","0","62213","kls","","         10.00"
"04/23/2021"," 3:18pm","  2118872","5","PSS","C","  3","FD2","0","62181","kr","","         10.00"
"04/23/2021"," 3:40pm","  2118876","5","PM","C","  3","FD1","0","38664","kls","","         10.00"
"04/23/2021"," 4:25pm","  2118911","5","PSS","C","  3","FD2","0","31086","JXC","","         60.00"
"04/23/2021"," 4:27pm","  2118912","5","PSS","C","  3","FD2","0","59695","JXC","","        100.00"
"04/23/2021"," 5:49pm","  2118951","5","PM","C","  3","FD2","0","62214","JD","","         10.00"
"04/23/2021"," 7:02pm","  2118975","5","PM","C","  3","FD2","0","62215","JD","","         10.00"
"04/24/2021"," 9:36am","  2119074","5","PM","C","  3","FD2","0","62217","mm","","         10.00"
"04/24/2021","10:03am","  2119095","5","PSS","C","  3","FD2","0","23683","JXC","","         35.00"
"04/24/2021","10:14am","  2119103","5","PSS","C","  3","FD2","0","38466","mm","","         20.00"
"04/24/2021","10:47am","  2119133","5","PSS","C","  3","FD2","0","THE HEIGHTS","mm","","         12.00"
"04/24/2021","11:18am","  2119157","5","PSS","C","  3","FD2","0","61685","mm","","         20.00"
"04/24/2021","12:11pm","  2119194","5","PM","C","  3","FD2","0","52279","mr","","        280.00"
"04/24/2021","12:26pm","  2119209","5","PSS","C","  3","FD2","0","54474","mr","","          6.00"
"04/24/2021","12:34pm","  2119216","5","PM","C","  3","FD2","0","52462","mr","","        205.00"
"04/24/2021","12:41pm","  2119219","5","PM","C","  3","FD2","0","40530","mr","","        400.00"
"04/24/2021","12:49pm","  2119224","5","PM","C","  3","FD2","0","60862","mr","","        160.00"
"04/24/2021"," 1:17pm","  2119241","5","PM","C","  3","FD2","0","62218","mr","","         10.00"
"04/24/2021"," 1:34pm","  2119251","5","PSS","C","  3","FD2","0","60758","mr","","          6.00"
"04/24/2021"," 2:46pm","  2119309","5","PM","C","  3","FD2","0","47165","mr","","        180.00"
"04/24/2021"," 3:10pm","  2119322","5","PM","C","  3","FD2","0","40723","mr","","         10.00"
"04/24/2021"," 3:16pm","  2119328","5","PM","C","  3","FD2","0","21780","mr","","         95.00"
"04/24/2021"," 3:21pm","  2119329","5","PM","C","  3","FD2","0","21780","mr","","        180.00"
"04/24/2021"," 3:31pm","  2119331","5","PSS","C","  3","FD2","0","62169","mr","","         35.00"
"04/24/2021"," 4:47pm","  2119352","5","PSS","C","  3","FD2","0","62219","mr","","         50.00"
"04/24/2021"," 4:51pm","  2119353","5","PM","C","  3","FD2","0","50937","mr","","         10.00"
"04/24/2021"," 4:59pm","  2119355","5","PSS","C","  3","FD2","0","62220","smh","","        110.00"
"04/25/2021","10:38am","  2119433","5","PM","C","  3","FD2","0","62222","kb","","        400.00"
"04/25/2021","11:13am","  2119455","5","PM","C","  3","FD2","0","62223","kb","","         10.00"
"04/25/2021","12:07pm","  2119463","5","PSS","C","  3","FD3","0","38088","kb","","         27.00"
"04/25/2021"," 3:32pm","  2119525","5","PM","C","  3","FD2","0","43576","mm","","        180.00"
"04/25/2021"," 3:33pm","  2119527","5","PM","C","  3","FD1","0","57753","mr","","        400.00"
"04/26/2021"," 7:14am","  2119620","5","PM","C","  3","FD2","0","18007","pd","","        125.00"
"04/26/2021"," 8:27am","  2119654","5","PSS","C","  3","FD2","0","62177","pd","","         10.00"
"04/26/2021","11:22am","  2119763","5","PSS","C","  3","FD2","0","28734","mr","","          6.00"
"04/26/2021","11:37am","  2119768","5","PSS","C","  3","FD2","0","62225","mr","","         28.00"
"04/26/2021"," 1:51pm","  2119802","5","PSS","C","  3","FD2","0","THE HEIGHTS","mr","","         20.00"
"04/26/2021"," 1:56pm","  2119804","5","PM","C","  3","FD2","0","58934","mr","","         95.00"
"04/26/2021"," 2:10pm","  2119813","5","PSS","C","  2","FD2","0","THE HEIGHTS","kr","","          8.00"
"04/26/2021"," 2:10pm","  2119813","5","PSS","C","  2","FD2","0","THE HEIGHTS","krf","","         10.00"
"04/26/2021"," 2:12pm","  2119815","5","PSS","C","  3","FD2","0","THE HEIGHTS","Kr","","         10.00"
"04/26/2021"," 2:15pm","  2119816","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","         40.00"
"04/26/2021"," 3:17pm","  2119850","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","         20.00"
"04/26/2021"," 3:32pm","  2119856","5","PSS","C","  3","FD2","0","62226","kr","","         12.00"
"04/26/2021"," 3:43pm","  2119861","5","PM","C","  3","FD2","0","53453","kr","","        250.00"
"04/26/2021"," 4:19pm","  2119882","5","PSS","C","  3","FD2","0","62123","kr","","         18.00"
"04/26/2021"," 4:52pm","  2119900","5","PSS","C","  3","FD2","0","62227","JD","","         20.00"
"04/26/2021"," 5:14pm","  2119919","5","PM","C","  3","FD2","0","49935","JD","","        160.00"
"04/26/2021"," 5:34pm","  2119936","5","PM","C","  3","FD2","0","62228","kls","","        150.00"
"04/26/2021"," 6:03pm","  2119960","5","PSS","C","  3","FD2","0","37134","JD","","          6.00"
"04/26/2021"," 6:17pm","  2119972","5","PSS","C","  3","FD2","0","62230","JXC","","         20.00"
"04/26/2021"," 6:40pm","  2119989","5","PM","C","  3","FD2","0","61021","JD","","        105.00"
"04/27/2021"," 6:57am","  2120087","5","PSS","C","  3","FD2","0","61448","pd","","        300.00"
"04/27/2021","10:02am","  2120190","5","PSS","C","  3","FD2","0","53064","pd","","          6.00"
"04/27/2021","10:36am","  2120209","5","PM","C","  3","FD2","0","61092","nw","","         74.00"
"04/27/2021","11:39am","  2120247","5","PSI","C","  3","FD2","0","62235","nw","","          4.00"
"04/27/2021","12:27pm","  2120274","5","PM","C","  3","FD2","0","60171","nw","","        250.00"
"04/27/2021"," 1:57pm","  2120290","5","PM","C","  3","FD2","0","62238","kr","","        420.00"
"04/27/2021"," 3:25pm","  2120315","5","PM","C","  3","FD2","0","62240","kr","","         10.00"
"04/27/2021"," 3:58pm","  2120333","5","PSS","C","  3","FD2","0","38199","kr","","         10.00"
"04/27/2021"," 4:04pm","  2120336","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","         26.00"
"04/27/2021"," 4:29pm","  2120347","5","PSS","C","  3","FD2","0","54679","kg","","         35.00"
"04/27/2021"," 4:40pm","  2120353","5","PM","C","  3","FD2","0","62243","kg","","         10.00"
"04/27/2021"," 4:57pm","  2120361","5","PM","C","  3","FD2","0","61665","kg","","          6.00"
"04/27/2021"," 5:31pm","  2120383","5","PM","C","  3","FD2","0","62244","JXC","","         10.00"
"04/27/2021"," 6:41pm","  2120433","5","PM","C","  3","FD2","0","62245","kg","","         10.00"
"04/27/2021"," 6:51pm","  2120437","5","PM","C","  3","FD1","0","62246","JXC","","         20.00"
"04/28/2021"," 8:33am","  2120567","5","PSS","C","  3","FD2","0","62192","pd","","         95.00"
"04/28/2021"," 8:39am","  2120571","5","PM","C","  3","FD2","0","6863","pd","","        400.00"
"04/28/2021"," 8:48am","  2120585","5","PM","C","  3","FD1","0","62192","nw","","        345.00"
"04/28/2021"," 8:59am","  2120594","5","PSS","C","  3","FD2","0","36539","nw","","          6.00"
"04/28/2021"," 9:13am","  2120603","5","PSS","C","  3","FD2","0","61694","pd","","         10.00"
"04/28/2021"," 9:44am","  2120623","5","PM","C","  3","FD2","0","62249","mr","","         10.00"
"04/28/2021","11:24am","  2120663","5","PSS","C","  3","FD2","0","22578","mr","","         10.00"
"04/28/2021","11:34am","  2120664","5","PMV","C","  3","FD2","0","62181","mr","","         10.00"
"04/28/2021","12:06pm","  2120676","5","PSS","C","  3","FD2","0","45683","mr","","          6.00"
"04/28/2021","12:49pm","  2120684","5","PM","C","  3","FD2","0","55304","mr","","        197.00"
"04/28/2021"," 2:37pm","  2120754","5","PSS","C","  3","FD2","0","31086","kr","","        100.00"
"04/28/2021"," 2:50pm","  2120759","5","PSS","C","  3","FD2","0","31086","KR","","        120.00"
"04/28/2021"," 3:10pm","  2120771","5","PM","C","  3","FD2","0","62218","KR","","         10.00"
"04/28/2021"," 3:53pm","  2120799","5","PM","C","  3","FD2","0","48907","kr","","        180.00"
"04/28/2021"," 4:38pm","  2120814","5","PSS","C","  3","FD2","0","62248","kr","","         10.00"
"04/28/2021"," 4:45pm","  2120817","5","PM","C","  3","FD1","0","62253","JXC","","         10.00"
"04/28/2021"," 4:51pm","  2120825","5","PSS","C","  3","FD1","0","62253","JXC","","         10.00"
"04/28/2021"," 4:51pm","  2120827","5","PSS","C","  3","FD2","0","62254","kr","","         10.00"
"04/28/2021"," 5:12pm","  2120832","5","PM","C","  3","FD2","0","43814","JXC","","         10.00"
"04/28/2021"," 5:16pm","  2120848","5","PM","C","  3","FD1","0","62256","JD","","        250.00"
"04/28/2021"," 5:27pm","  2120867","5","PSS","C","  3","FD2","0","62200","JD","","         35.00"
"04/28/2021"," 5:37pm","  2120880","5","PSS","C","  3","FD2","0","38199","JXC","","         10.00"
"04/28/2021"," 5:44pm","  2120887","5","PM","C","  3","FD2","0","49140","JD","","         10.00"
"04/28/2021"," 6:13pm","  2120922","5","PM","C","  3","FD2","0","62257","JD","","         10.00"
"04/28/2021"," 6:28pm","  2120936","5","PM","C","  3","FD2","0","39281","JD","","        125.00"
"04/29/2021"," 5:42am","  2120986","5","PM","C","  3","FD2","0","1344","jg","","        400.00"
"04/29/2021"," 6:06am","  2121001","5","PM","C","  3","FD2","0","54548","pd","","         72.00"
"04/29/2021"," 6:23am","  2121009","5","PM","C","  3","FD2","0","57853","pd","","         95.00"
"04/29/2021"," 7:42am","  2121047","5","PM","C","  3","FD2","0","61644","pd","","        135.00"
"04/29/2021"," 9:51am","  2121128","5","PM","C","  3","FD2","0","61798","kr","","        250.00"
"04/29/2021","11:58am","  2121175","5","PMV","C","  3","FD1","0","61159","kr","","         10.00"
